GeneSymbol	RWR_Score
RBL2	4.1798303846461685e-05
IL5RA	4.168397454850642e-05
CACNA1F	4.1405535640991415e-05
CACNA1S	4.1405535640991415e-05
REC8	4.1369411652974264e-05
MAML2	4.1291729949462116e-05
MAML3	4.1291729949462116e-05
NEDD4L	4.1260119602257854e-05
PIK3C3	4.1008909960894556e-05
COL1A2	4.046981425744799e-05
F5	4.041544344132889e-05
CYP21A2	4.019842633729823e-05
DDX58	4.017628449288805e-05
FGFR1	4.001484942359438e-05
LCK	3.99367432125975e-05
HLA-DPA1	3.991844190824242e-05
F8	3.9749199920386915e-05
ATF2	3.9564147566202085e-05
ALMS1	3.950979320049233e-05
VEGFC	3.925711848402166e-05
VEGFB	3.9087970674517686e-05
VEGFD	3.9064631737709464e-05
CDH2	3.903453101090607e-05
FLT1	3.842590908624526e-05
IRF7	3.8232609145492805e-05
FLT3	3.8088241999169515e-05
EPO	3.799530995673711e-05
ELAVL1	3.784696392189448e-05
CSF1R	3.7713188244026727e-05
NTRK1	3.7706801271980306e-05
G6PC	3.765751072903812e-05
MAP3K14	3.7535281085775775e-05
IRAK1	3.751010204189628e-05
NCOA3	3.748922691654029e-05
SPHK1	3.7273314446954146e-05
TEK	3.726528176487356e-05
SPHK2	3.713065402327241e-05
NGFR	3.706652755741205e-05
PRKCE	3.685003299650033e-05
SIRT1	3.682709943014932e-05
CHKB	3.675643439671918e-05
PPARG	3.6569292168680086e-05
CDKN2A	3.6548277131354204e-05
CHKA	3.6545245087783974e-05
PGF	3.650754721016766e-05
TXK	3.649457452009844e-05
PRKCI	3.6166740097614614e-05
BRAF	3.605812532645823e-05
ADCY3	3.592302732445723e-05
STAT4	3.590832561583744e-05
ADCY1	3.589436307770995e-05
ADCY9	3.584699378781792e-05
ATM	3.584460719122541e-05
ADCY2	3.584250332501852e-05
ADCY4	3.584250332501852e-05
ADCY7	3.584250332501852e-05
ADCY8	3.584250332501852e-05
PCK1	3.5659246755263214e-05
ADCY6	3.563389394389867e-05
ULK1	3.550028553619893e-05
G6PC3	3.530683800497418e-05
G6PC2	3.528969100057555e-05
TNNI3	3.526131179620347e-05
IGFBP1	3.5011316582526945e-05
EEF2K	3.48047747709794e-05
TP63	3.464899290134188e-05
PROX1	3.4634383129418335e-05
PRKCZ	3.453442831959867e-05
AR	3.436432124470156e-05
MUC1	3.433278057269644e-05
STAT6	3.42302222293974e-05
TNFRSF10B	3.4126046416962164e-05
C5AR1	3.407166656541324e-05
BNIP3	3.4064342598253956e-05
RB1	3.3917632584935586e-05
MIR21	3.389180054208164e-05
FCER1G	3.378782010155631e-05
PDK1	3.371251882416562e-05
PDGFB	3.3491429360476916e-05
C5AR2	3.34180345632345e-05
PPP1R1A	3.3267691644364935e-05
SLAMF1	3.325794086379256e-05
STAT2	3.3114714383957096e-05
KNG1	3.292384034235878e-05
TGFA	3.2807926217127497e-05
THRA	3.2716130044354655e-05
CREB1	3.2693275505318985e-05
CALM1	3.242838628641226e-05
ACVR1B	3.240594989788374e-05
EPHA3	3.2387187706464115e-05
TNFSF11	3.224978917053038e-05
ARAF	3.2179375685632565e-05
CDX4	3.2104223364789666e-05
NOS1	3.19032570216427e-05
WNT6	3.185505606653162e-05
SELE	3.1838997050855536e-05
RAG2	3.163889334019397e-05
MIR630	3.15123745526382e-05
PPP3CA	3.1066447073166516e-05
PTHLH	3.091175675848968e-05
PTCH1	3.079099474783698e-05
FGF2	3.0391453936966664e-05
GATA3	3.0255082063358076e-05
PAK2	3.02070743326427e-05
CLTC	3.0144432755198512e-05
REL	3.0057255726285932e-05
RIN1	3.005085895102693e-05
NRBF2	2.9998645880477438e-05
AXL	2.9793771319699772e-05
CTGF	2.9789698680248807e-05
ACVR2B	2.9700342804480003e-05
MUC5AC	2.9293371380360847e-05
PPP3R2	2.9260120614734866e-05
PPP3R1	2.9260120614734866e-05
PPP3CC	2.9260120614734866e-05
PPP3CB	2.9260120614734866e-05
EPHA5	2.9180433483976807e-05
TBC1D25	2.9119599878056605e-05
EPHA8	2.9060055494998055e-05
RYR2	2.902264308253991e-05
PCNA	2.9017637316856112e-05
RPS6KB2	2.885243460623965e-05
MIR191	2.8744009385475603e-05
SLC2A4	2.867190043461242e-05
BTK	2.8629987069246698e-05
IKBKG	2.8580726118777872e-05
CACNA2D1	2.8553693755176576e-05
CACNA2D2	2.854423276500333e-05
CACNB4	2.854423276500333e-05
CACNB3	2.854423276500333e-05
CACNA2D3	2.854423276500333e-05
CACNG5	2.854423276500333e-05
CACNG7	2.854423276500333e-05
CACNG8	2.854423276500333e-05
CACNG6	2.854423276500333e-05
CACNB1	2.854423276500333e-05
CACNA2D4	2.854423276500333e-05
CACNG4	2.854423276500333e-05
CACNG3	2.854423276500333e-05
CACNG2	2.854423276500333e-05
CACNB2	2.854423276500333e-05
CACNG1	2.854423276500333e-05
PARP3	2.847472951532469e-05
CALM2	2.8470175731446007e-05
CALML5	2.8470175731446007e-05
CALML4	2.8470175731446007e-05
CALML3	2.8470175731446007e-05
CALM3	2.8470175731446007e-05
CALML6	2.8470175731446007e-05
TUBB3	2.8410017649100396e-05
ACVR2A	2.8408806210246464e-05
AKT1S1	2.8323464501344763e-05
HBB	2.8199749094143326e-05
LAT	2.817294677215553e-05
PARP1	2.813717528922372e-05
PTPRZ1	2.7937803832696657e-05
CD248	2.793147730396422e-05
MIR210	2.791661208989676e-05
IRF3	2.7747901754939434e-05
PARP2	2.774748542091759e-05
PARP4	2.774748542091759e-05
BMP4	2.773502991956332e-05
PARD3	2.7713286212913925e-05
CXCL8	2.7399857195235406e-05
WNT5A	2.7377127869950745e-05
MPO	2.732950462088344e-05
ABCG2	2.7252535489191423e-05
EP300	2.7201505911264185e-05
CLTCL1	2.7156318984800202e-05
ADORA2A	2.7098566006342978e-05
SERPINB3	2.706984431379152e-05
TRAF1	2.701144116919976e-05
AFDN	2.699585124303077e-05
RALGDS	2.699585124303077e-05
ESR2	2.697451310248046e-05
PAK1	2.6921552357915586e-05
BMP2	2.690102818293005e-05
PTK2B	2.6895278089508878e-05
PFKFB2	2.6784027343055788e-05
MYCN	2.6776977081908382e-05
CDK6	2.6646110322190963e-05
FOSL1	2.656398295427622e-05
PAK6	2.654068288695461e-05
CTNND1	2.651148540253038e-05
MIR196B	2.645216549444007e-05
F2RL3	2.6251897732645888e-05
F2RL2	2.6251897732645888e-05
ABCB1	2.6198716550421858e-05
EIF2AK1	2.6132593211420937e-05
LOC101930123	2.610002479098754e-05
F13A1	2.595985051476619e-05
SLC19A1	2.592544803095133e-05
CDC25C	2.585534409011014e-05
CD14	2.570852912763806e-05
PTCH2	2.568930087318307e-05
SLC44A1	2.561495783437932e-05
CASP10	2.5609979424008887e-05
BLMH	2.5595755046375765e-05
MOS	2.55904236440267e-05
MEF2C	2.5582065016160248e-05
CD320	2.5579007357510184e-05
RAD51	2.55779004830751e-05
ERCC1	2.554208169086972e-05
SLC40A1	2.55323848561966e-05
CD34	2.5529741298350743e-05
PADI1	2.5529741298350743e-05
NODAL	2.551670886263719e-05
CHUK	2.5479534997914898e-05
TRAF5	2.5468736772478287e-05
ARIH2	2.538612899588316e-05
WNT3A	2.5370715595677877e-05
LOC102723407	2.5360105956963433e-05
WNT3	2.5355403916298266e-05
RGL1	2.5230594194072682e-05
RGL2	2.5230594194072682e-05
BRAP	2.5230594194072682e-05
RAPGEF5	2.5230594194072682e-05
CRTC2	2.5166830585486632e-05
WNT10B	2.5153791663473408e-05
WNT2B	2.5153093121440634e-05
WNT7A	2.5152835643843313e-05
WNT9A	2.5146422687798357e-05
WNT8A	2.5138380095161965e-05
WNT2	2.5138279008105057e-05
WNT10A	2.513696169762511e-05
WNT8B	2.513696169762511e-05
WNT5B	2.513696169762511e-05
WNT9B	2.513696169762511e-05
WNT16	2.513696169762511e-05
WNT7B	2.513696169762511e-05
HHIP	2.511431883690907e-05
IFITM5	2.511431883690907e-05
GSTP1	2.492000005982551e-05
SHOX	2.4884229130497566e-05
H3F3A	2.4859687934343467e-05
NFATC1	2.4657208734470322e-05
CTLA4	2.4604967875030587e-05
TRAF3	2.456901623629787e-05
PFKFB3	2.45570339843332e-05
NKX3-1	2.454384820132832e-05
SP1	2.4511767938762076e-05
NOTCH4	2.4505982474909205e-05
SOD2	2.4072317107087265e-05
MAP2K7	2.4066446342090237e-05
AXIN1	2.4025895553087147e-05
KCNK3	2.3985642753141864e-05
IL2RA	2.3942907659322826e-05
CFTR	2.3839936865021766e-05
TRPV1	2.35230325414618e-05
KCNK9	2.350774848770349e-05
CASP6	2.306803317618595e-05
IFNG	2.3053421627541472e-05
FCGR1A	2.3049612801468748e-05
ADCY10	2.2955659063244812e-05
FCGR2A	2.2839838279122447e-05
GYS1	2.2834750679155947e-05
ANGPT2	2.2818405578761328e-05
TCF3	2.2774719301312306e-05
ACACB	2.266881648869046e-05
GYS2	2.262854601225118e-05
BRCA1	2.2547166125382818e-05
FKBP5	2.2428959799414533e-05
GNRHR	2.238086542565178e-05
HCLS1	2.2343537348012395e-05
LCP2	2.2120186014745834e-05
VDR	2.20761656805531e-05
SPP1	2.191017785122726e-05
CAV1	2.1898275519355702e-05
PLIN1	2.1883241672679306e-05
PFKFB1	2.1868315616121747e-05
DAPP1	2.185661773372319e-05
MME	2.184139464276679e-05
TBC1D1	2.179726348203866e-05
MLYCD	2.179726348203866e-05
CRY2	2.179726348203866e-05
PFKFB4	2.179726348203866e-05
CRY1	2.179726348203866e-05
IL12RB1	2.1678836882509257e-05
CDK3	2.1649036235976183e-05
PAK4	2.1492044714077513e-05
IFNGR2	2.142406771952922e-05
CAT	2.121746052029307e-05
GADD45B	2.119275347371827e-05
PAK5	2.1125991596027482e-05
PAK3	2.106932328387247e-05
BUB1B-PAK6	2.106932328387247e-05
RPS6KA3	2.097924279889336e-05
RAPGEF4	2.096291322537351e-05
RAPGEF3	2.096291322537351e-05
PPP1R15A	2.0873263636211052e-05
LATS1	2.086205148575913e-05
MYOG	2.0814681562102123e-05
RAPGEF1	2.0663969091520432e-05
PROCR	2.0429857136535753e-05
APOA1	2.041014668135511e-05
MAT2A	2.029777375558012e-05
HDAC3	2.0285361214045477e-05
HOXA10	2.0158552416205172e-05
KLK4	2.012189933344278e-05
GRB10	2.010050085257815e-05
LATS2	2.0073957079057763e-05
HLA-G	2.00293277679634e-05
HBE1	2.00222815121818e-05
GNAZ	2.0022109216765452e-05
GIP	1.9982396690245637e-05
DAB2IP	1.9968650073309967e-05
IFNB1	1.9763537668546513e-05
FCGR3A	1.9606055060389592e-05
GFI1	1.9588447688389194e-05
PLAT	1.9565581692431114e-05
GRIN2A	1.9466585717772457e-05
CD19	1.9384966803406527e-05
HNF4A	1.8878144545058412e-05
NUDT16L1	1.8875031677257976e-05
CD79A	1.8869821273804828e-05
CD79B	1.8869821273804828e-05
SP3	1.8841998299639045e-05
KSR1	1.8782166224213644e-05
ADA	1.8692635666788426e-05
ELN	1.8521882353421093e-05
TRD	1.8443422282670535e-05
SLC34A2	1.8423890975705598e-05
IGFBP5	1.835290490449671e-05
PRTN3	1.8284928044387317e-05
HDC	1.826990932662582e-05
ITGA9	1.8233226456420574e-05
ERBIN	1.820313413381209e-05
SIM2	1.820313413381209e-05
MIR15A	1.820313413381209e-05
TRHR	1.820313413381209e-05
RORA	1.8104290427571815e-05
RIPK3	1.799761157497191e-05
MAP4K1	1.7973772659752794e-05
PGAM5	1.7939597534693843e-05
SELENOP	1.7852591767909575e-05
MEF2A	1.7829185688521706e-05
PRDX1	1.7807984016000784e-05
CARM1	1.777034761474199e-05
FZD8	1.775307539894906e-05
MEF2D	1.7746294851236474e-05
TBK1	1.7719472616572073e-05
GADD45A	1.769700768497617e-05
PIP5K1C	1.7599496889229163e-05
FZD1	1.7535922965395088e-05
FZD7	1.753002534249098e-05
TAB2	1.752529316938046e-05
OGT	1.7520296948071646e-05
DLG4	1.7510380590769922e-05
RXRA	1.750871898005565e-05
FZD4	1.7499218275530466e-05
FZD6	1.749790096505052e-05
FZD2	1.749790096505052e-05
FZD3	1.749790096505052e-05
FZD10	1.749790096505052e-05
FZD9	1.749790096505052e-05
CDKN2D	1.746327878205312e-05
CEBPB	1.7419015323851167e-05
RORC	1.7377240639403694e-05
EDN1	1.7346820244093255e-05
PLK1	1.7342315631395312e-05
MUC2	1.7314559662933033e-05
NFATC4	1.7181834391431382e-05
PLK4	1.714025412858547e-05
MED1	1.7131652125932043e-05
MUC4	1.708735991782621e-05
ODC1	1.708601858769378e-05
ELK1	1.707979673010079e-05
KLF2	1.7011703409239655e-05
BCL6	1.7001602191459576e-05
CCNB3	1.6943663295263824e-05
HDAC2	1.685871429715767e-05
JUNB	1.6545227344085376e-05
RBL1	1.650671074013392e-05
GRIN2B	1.6483101198793663e-05
TERT	1.6465088142082428e-05
TCF7	1.6373497728525052e-05
PIK3C2A	1.6357053933579668e-05
IL23R	1.6264475830770638e-05
TNFSF15	1.6255077207383742e-05
COL1A1	1.6249781180500735e-05
GADD45G	1.6171571969518956e-05
PRKCQ	1.614275857090119e-05
YAP1	1.6098900474259354e-05
SCN5A	1.5980623609415473e-05
HNRNPK	1.5930848383606275e-05
AGAP2	1.5890787304754714e-05
CREBBP	1.5785804093072893e-05
PELP1	1.5713233486961522e-05
IL7R	1.562456478742021e-05
RUNX3	1.5592711966652852e-05
KAT2B	1.559188424656884e-05
NEFL	1.5509315390907736e-05
PPARD	1.535406707645523e-05
MOB1A	1.533164552983703e-05
MOB1B	1.533164552983703e-05
CCNG2	1.5309879380532943e-05
NFATC3	1.5087992664440897e-05
BMI1	1.5087116448621224e-05
CCND3	1.4966853089039033e-05
TYROBP	1.4906641889076653e-05
S1PR1	1.4864053305843675e-05
FBXO32	1.480714124155885e-05
CDK5	1.4806391571111615e-05
ERK1/2	1.4768343967615592e-05
PDK4	1.4702425872740882e-05
BIRC7	1.4683503178973363e-05
GNA11	1.46507148460079e-05
VCAN	1.4564164196994878e-05
WASF3	1.4549495140945235e-05
DICER1	1.4484561488150932e-05
MMP7	1.4450023589201893e-05
CXCL1	1.4416136967077388e-05
CD244	1.4409879986014459e-05
ATF4	1.4396524847989155e-05
TNFSF10	1.4389875358300043e-05
FYB1	1.4388119589987734e-05
ARHGAP33	1.4388119589987734e-05
POLE4	1.4324491629051932e-05
NEK2	1.4243797949196577e-05
JUND	1.4242274299504655e-05
IL2	1.4192162612258584e-05
YES1	1.4158865814791392e-05
RPA2	1.4109530739353995e-05
WASF1	1.3991072662262863e-05
ORAI1	1.3953905603279158e-05
HSPB1	1.3890383889286066e-05
PRKD1	1.388470590432985e-05
CD163	1.3859040310316582e-05
DPAGT1	1.3822691595534926e-05
IL6	1.3774961137492014e-05
CSF2RA	1.3736867835608133e-05
FGR	1.3718404752380934e-05
EIF4EBP2	1.3608754502676651e-05
NFATC2	1.3547973288836713e-05
PLK2	1.3542492140044092e-05
EEF2	1.3514080791044705e-05
MIR885	1.350105205976716e-05
EXO1	1.3492664724868359e-05
RAG1	1.343575920638188e-05
S1PR4	1.343575920638188e-05
FBXO25	1.343575920638188e-05
PLK3	1.343575920638188e-05
BHLHE41	1.3432512144304712e-05
MMP13	1.340401446620716e-05
UBE2B	1.3398252699229576e-05
NR4A1	1.3386792012346105e-05
ANXA1	1.3371006771943869e-05
ATP2C1	1.3245392629727975e-05
DUT	1.3235338590272015e-05
ATG10	1.3235338590272015e-05
CCR5	1.3125033722568224e-05
RAB4A	1.3050611726474548e-05
FOSB	1.304948545779612e-05
GSK3A	1.304164357020555e-05
AIRE	1.2914051518777617e-05
POLH	1.2818502368872823e-05
APP	1.2804848723426543e-05
CACNA1B	1.2719719593371387e-05
IQGAP1	1.2638411153559188e-05
IL1A	1.2544670502296735e-05
SCN1A	1.2467296468412861e-05
KCNJ5	1.2467296468412861e-05
KCNJ6	1.2467296468412861e-05
KCNJ9	1.2467296468412861e-05
GRAP	1.2384913369245768e-05
ADM	1.2349328852676884e-05
DNMT1	1.229543092706611e-05
F2	1.223735471277847e-05
DIO2	1.222300024929166e-05
CREB3	1.2208897244950774e-05
CREB5	1.2208897244950774e-05
CREB3L4	1.2208897244950774e-05
CREB3L3	1.2208897244950774e-05
CREB3L1	1.2208897244950774e-05
CREB3L2	1.2208897244950774e-05
IL17A	1.2019900572130717e-05
EIF2AK2	1.1896088083173314e-05
E2F1	1.1896035892773804e-05
RALB	1.1843066267569335e-05
IRAK4	1.1778565544735478e-05
FOSL2	1.175379995256344e-05
TH	1.173165882125375e-05
HMOX1	1.1711911481112023e-05
KRT8	1.1700605609763838e-05
E2F3	1.1695417883205159e-05
CYP19A1	1.168210773636531e-05
GSN	1.1659784710632026e-05
ATF6B	1.163996207732356e-05
NFE2L2	1.1627561419287282e-05
FBP1	1.1598387899818975e-05
MIR491	1.1598387899818975e-05
FBP2	1.1598387899818975e-05
FOXA1	1.1577375017899655e-05
IRF1	1.1560133092742747e-05
RHEB	1.1490428555311359e-05
FCER2	1.1395301124053425e-05
TP73	1.1393107423864872e-05
PEA15	1.1371749071910248e-05
MC1R	1.13642423344977e-05
DCT	1.1336936723639964e-05
ARHGEF4	1.133477659193025e-05
IL1B	1.1309628691537687e-05
ARHGEF2	1.1289017467781848e-05
PLA2G6	1.1285158631636518e-05
MIR374A	1.1273234546841557e-05
IL5	1.1256524062689056e-05
BMPR1A	1.1246218079336948e-05
PIP5K1A	1.1241274259740545e-05
BMPR1B	1.1231577141186662e-05
TYR	1.1196600340425398e-05
CEACAM1	1.1015968192610542e-05
IVL	1.0961804634355134e-05
CSH1	1.0875678653170399e-05
ROCK2	1.0851619488927388e-05
CR2	1.0849470856302266e-05
LRP1	1.082877531856971e-05
INS	1.0803268540462834e-05
HOXB4	1.0765155664055992e-05
BEST1	1.0748133313366025e-05
TYRP1	1.0729106411408541e-05
PMEL	1.0729106411408541e-05
MLANA	1.0729106411408541e-05
TRPM1	1.0729106411408541e-05
CTSK	1.0729106411408541e-05
SERPINF1	1.0729106411408541e-05
TPSAB1	1.0729106411408541e-05
BMPR2	1.0683047598560997e-05
CRP	1.0652096218806547e-05
LEF1	1.064782331125684e-05
SLC2A2	1.0646094879475888e-05
PPP1R14A	1.0576926223161174e-05
ABCA1	1.0559794342548508e-05
CHRNA7	1.0518437547929573e-05
CTNNA1	1.043592142831559e-05
CGA	1.0362301713346818e-05
IL4R	1.0338028210830382e-05
MAP2K5	1.0249100982923175e-05
PFN1	1.0177989253668244e-05
STMN1	1.0138776313046231e-05
FHL2	1.0104085268242616e-05
GCK	1.0061556591404826e-05
PIK3C2B	1.0050592367046345e-05
CEBPA	1.0048952419052468e-05
RASGRP3	1.0043029158307932e-05
WAS	1.0029790563855023e-05
RASGRP1	9.982222826783426e-06
STK11	9.84604529420757e-06
PIM1	9.813098612497334e-06
NCF1	9.799435031812024e-06
PRF1	9.793854435592484e-06
CACNA1G	9.774835448324985e-06
ANKRD1	9.757317628464071e-06
PPP2R2A	9.749564563252265e-06
CASR	9.749111661116745e-06
CYP2C9	9.737215199353726e-06
VIM	9.708148491852758e-06
CDC25A	9.666395101431073e-06
CISH	9.656701418168309e-06
WASF2	9.637996062585905e-06
PENK	9.628699118739117e-06
PIP5K1B	9.589727165819884e-06
RALA	9.578010792673005e-06
MT2A	9.4331238561696e-06
TCF7L1	9.416522296245261e-06
HRK	9.399395840080453e-06
HIST1H3A	9.305095471648221e-06
RHOQ	9.303551299027666e-06
AGTR1	9.298127231867257e-06
SIGLEC10	9.28921191702509e-06
APOB	9.245726718337737e-06
ELF5	9.243409742176978e-06
CSN2	9.226651294772724e-06
MEFV	9.170599045565013e-06
ERBB3	9.139020652245268e-06
SRGAP3	9.13054477625154e-06
SRGAP1	9.13054477625154e-06
SRGAP2	9.13054477625154e-06
CD82	9.103794554610797e-06
ARF6	9.060881519981207e-06
CYP17A1	9.04838222220248e-06
IFNAR1	9.012328305821036e-06
PTMA	8.946498902559824e-06
CASP2	8.936073871663019e-06
FXN	8.935368870277884e-06
WASL	8.890480008556015e-06
BAIAP2	8.851131042292115e-06
NOX1	8.781936859432171e-06
IL21	8.77338023440016e-06
ABLIM2	8.747606948087348e-06
ABLIM1	8.747606948087348e-06
IQGAP2	8.747606948087348e-06
ABLIM3	8.747606948087348e-06
IQGAP3	8.747606948087348e-06
CTSG	8.745730379414951e-06
IL2RG	8.725847136941947e-06
DIAPH1	8.671179736417275e-06
DIAPH2	8.669919654478946e-06
EWSR1	8.648660923899322e-06
GRM1	8.640783842471774e-06
KRT14	8.555552230935858e-06
CHI3L1	8.503843306087869e-06
CA9	8.467412704312542e-06
GJA1	8.465967943185391e-06
SOCS3	8.42223231675975e-06
PAX7	8.421510809954371e-06
LAMC2	8.41203993863157e-06
ALCAM	8.400395357781706e-06
OPRM1	8.40020108175888e-06
PIM2	8.388734859324476e-06
ITGAX	8.383982977958564e-06
SPATA13	8.347980132011888e-06
PAX8	8.323758297221628e-06
IBSP	8.316671714086527e-06
IL4	8.285374743228854e-06
POMC	8.248080858355632e-06
SMURF2	8.220282863712146e-06
RASGRF1	8.193558843154958e-06
COL4A3	8.19041223302346e-06
SPTAN1	8.07880261932776e-06
PPP2R2B	8.076817916939278e-06
PPP2R2D	8.070874439571095e-06
PPP2R2C	8.070874439571095e-06
HSD17B1	8.050531003332472e-06
PML	8.039868222246095e-06
NFKBIB	8.023047984042911e-06
FCGR1CP	8.002210139653151e-06
PRMT5	7.98635374421297e-06
STAM	7.969788908682351e-06
SLC7A11	7.954172267368783e-06
TRA	7.950428282032541e-06
TGM1	7.932851336393168e-06
MAP3K11	7.922411340887208e-06
FBLN5	7.913113732183156e-06
TAB1	7.881640917546077e-06
PTF1A	7.838599333923278e-06
PTCRA	7.838599333923278e-06
HSP90AA1	7.837028824170382e-06
BAG3	7.831764417891977e-06
GH1	7.813480410487837e-06
CD38	7.806520917909685e-06
INHA	7.791605338211732e-06
F3	7.75449908093002e-06
TSC2	7.751429863957075e-06
CYP11A1	7.702433526002862e-06
PSMA7	7.701827093252072e-06
GPX1	7.701827093252072e-06
SNAI1	7.66781683267302e-06
CTNNAL1	7.660930222807999e-06
IL12RB2	7.628095712534439e-06
RPS6KA5	7.621061867482811e-06
BRS3	7.602158505022596e-06
VHL	7.590327073512844e-06
NEDD9	7.589041516483002e-06
VLDLR	7.586844857692406e-06
MCAM	7.578075148488201e-06
FMR1	7.57663966887279e-06
SLC9A3	7.561733410619694e-06
SLC2A10	7.54021833843486e-06
CGB5	7.54021833843486e-06
ULBP1	7.54021833843486e-06
FXR2	7.532888060391322e-06
PVR	7.532888060391322e-06
CASP1	7.532412200042845e-06
SLC12A4	7.527225090154599e-06
TDGF1	7.526640691510044e-06
MIR126	7.5249912298938334e-06
PPP1R12A	7.52337449657459e-06
DOCK1	7.520377860356363e-06
GFAP	7.520041425660604e-06
CGB3	7.519587005999623e-06
MIP	7.519587005999623e-06
TAF7	7.519587005999623e-06
MIR148B	7.517764099981352e-06
DRD1	7.511587444470973e-06
KRT6B	7.510126015826376e-06
UNG	7.510126015826376e-06
TALDO1	7.510126015826376e-06
HDAC1	7.491587009816846e-06
CASK	7.337188288993568e-06
MAPKAPK2	7.334885315092824e-06
SORL1	7.3316727603692995e-06
TOMM40L	7.329159438854803e-06
TOMM40	7.329159438854803e-06
DERL1	7.329159438854803e-06
NOXA1	7.328412781401708e-06
CXCL2	7.323502376110395e-06
CYBB	7.293098655917746e-06
YWHAZ	7.260769360869601e-06
IL6R	7.242603546780693e-06
DOCK2	7.235145985507526e-06
TSC1	7.2271458848779384e-06
CD274	7.196028005711377e-06
RPS6KA4	7.195300509888133e-06
COL3A1	7.153057103522893e-06
ITGA11	7.131555041596574e-06
CCL5	7.122419551854334e-06
TNC	7.119800927960678e-06
COL4A1	7.093005750048022e-06
COL4A2	7.093005750048022e-06
NR4A2	7.082299836547126e-06
COL4A4	7.069767539072336e-06
COL4A5	7.069767539072336e-06
AGT	7.052719329644518e-06
MAPKAPK5	7.0393906023210665e-06
TCF4	7.0375404599187905e-06
IL22	7.024552490250302e-06
EGR1	7.0228534625150325e-06
TNFRSF11B	7.000513992371369e-06
NEFH	6.9877468413914495e-06
GNA15	6.976771574453728e-06
GNA14	6.976771574453728e-06
ANXA2	6.9633021052617385e-06
RARA	6.946401443592611e-06
WWTR1	6.858578121942158e-06
KLF4	6.843770823709797e-06
IL17F	6.8305938217305005e-06
ZFPM2	6.829401083793559e-06
EIF2AK3	6.81868354780627e-06
ARHGDIB	6.78738614313046e-06
HSPB2	6.760006996646392e-06
NEFM	6.755712387331342e-06
SFN	6.750475411373882e-06
MAX	6.750091771262168e-06
MAPKAPK3	6.745141782578934e-06
AXIN2	6.719953896016039e-06
MAGI2	6.718708690162427e-06
MAGI3	6.718094368906511e-06
SP5	6.718094368906511e-06
TRRAP	6.718094368906511e-06
CCL7	6.718094368906511e-06
MAGI1	6.718094368906511e-06
TLE3	6.718094368906511e-06
NACA	6.688274605049221e-06
MMP26	6.680158330323065e-06
EPCAM	6.680158330323065e-06
NCOA1	6.653403151215449e-06
VCAM1	6.64650480775345e-06
RASGRF2	6.644092040852688e-06
EPS15	6.6337005112429455e-06
MDM4	6.628631670692654e-06
ERN1	6.6281089828579435e-06
DFFB	6.625889056254421e-06
FUNDC1	6.593530103159453e-06
CCL2	6.552978459098194e-06
INPP5D	6.543051215375435e-06
PLA2G1B	6.536872381703823e-06
ASCL1	6.536508844825708e-06
PLA2G10	6.520611510799579e-06
PLA2G12A	6.520611510799579e-06
PLA2G12B	6.520611510799579e-06
PLA2G2F	6.520611510799579e-06
PLA2G2E	6.520611510799579e-06
PLA2G2A	6.520611510799579e-06
PLA2G2C	6.520611510799579e-06
PLA2G3	6.520611510799579e-06
PLA2G5	6.520611510799579e-06
PLA2G2D	6.520611510799579e-06
PPP1R14C	6.455130536409953e-06
Frizzled	6.4423692239647335e-06
ISL2	6.382557133267719e-06
ISL1	6.382557133267719e-06
VIP	6.2935697755693064e-06
PDE3A	6.2790454981e-06
GNAL	6.2727721241834584e-06
CDON	6.264537163242696e-06
ATF6	6.222235196430888e-06
PDE3B	6.20717838713796e-06
CSF2RB	6.182736472847628e-06
CCDC88A	6.178828327129978e-06
HAS2	6.1684285553876874e-06
MIR34A	6.1605584215516325e-06
SLC6A3	6.158648514089825e-06
BCR	6.15116612985336e-06
AVPR1A	6.114162448861159e-06
AVPR1B	6.114162448861159e-06
DYRK1B	6.098001599433283e-06
HNRNPD	6.083358559870732e-06
PLSCR1	6.0544174965325185e-06
SNCA	6.03976691098443e-06
KCNK2	6.001920112368775e-06
GPR119	5.996165630794683e-06
RCAN1	5.987472082610651e-06
IL12A	5.984032973195406e-06
HCK	5.975859056931249e-06
NOX4	5.948160421151717e-06
CYP2C19	5.926997334942582e-06
ACTN1	5.871108352603767e-06
KCNJ2	5.860731245084738e-06
ACTC1	5.8552848087024e-06
GRIA2	5.836390898001355e-06
HOTAIR	5.8326072743008904e-06
GRIA1	5.815806601067348e-06
CPT1B	5.813684440678182e-06
DUSP1	5.7854420275941595e-06
MIR17HG	5.767994267880153e-06
BBC3	5.763188315481534e-06
RACK1	5.761678973348817e-06
GTF2A2	5.753393197772536e-06
CIR1	5.753393197772536e-06
PTP4A3	5.750369548149928e-06
KCNJ14	5.747616428815717e-06
KCNJ4	5.747616428815717e-06
KCNJ12	5.747616428815717e-06
ARHGEF11	5.740280483614447e-06
CASP8AP2	5.729990725690285e-06
HBG1	5.727607744162245e-06
TNFRSF11A	5.725468865814039e-06
GHR	5.702004013538797e-06
MPZL1	5.697559185287819e-06
TRH	5.679438368717824e-06
TBC1D7	5.677080229251204e-06
TBC1D7-LOC100130357	5.677080229251204e-06
HSD3B1	5.662478829812972e-06
TRAF3IP2	5.660535607563638e-06
